Loan ID,Origination Date,Purchase Date,Loan_Segment,FICO_Range,Region,Gender,Employment_Type,Market_Channel
380074,3/7/2022,3/10/2022,Home Improvement,<625,West,Female,Full-Time,Phone
712449,3/4/2022,3/7/2022,Home Improvement,>750,South,Female,Part-Time,Online
495695,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Full-Time,Email-Campaign
264550,3/8/2022,3/11/2022,Home Improvement,>750,West,Female,Part-Time,Phone
456494,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Self-Employed,Email-Campaign
650441,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Part-Time,Phone
643892,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Full-Time,Phone
476510,3/7/2022,3/10/2022,Home Improvement,700-750,West,Female,Other,Phone
688143,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Other,Phone
669396,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Full-Time,Email-Campaign
732537,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Full-Time,Online
768942,3/7/2022,3/10/2022,Home Improvement,700-750,South,Female,Part-Time,Email-Campaign
30820,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Other,Email-Campaign
310767,3/7/2022,3/10/2022,Home Improvement,650-700,Mid West,Female,Part-Time,Phone
307036,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Self-Employed,Online
756782,3/7/2022,3/10/2022,Home Improvement,625-650,East,Female,Other,Phone
278059,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Part-Time,Phone
8909,3/7/2022,3/10/2022,Home Improvement,650-700,Mid West,Female,Other,Online
414272,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Full-Time,Phone
223624,3/7/2022,3/10/2022,Home Improvement,700-750,South,Female,Other,Online
533622,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Part-Time,Phone
605810,3/7/2022,3/10/2022,Home Improvement,650-700,Mid West,Female,Part-Time,Online
40572,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Full-Time,Online
397987,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Full-Time,Online
454285,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Self-Employed,Phone
86664,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Self-Employed,Online
168965,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Part-Time,Online
180769,3/7/2022,3/10/2022,Home Improvement,650-700,South,Female,Full-Time,Email-Campaign
961408,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Part-Time,Online
917569,3/7/2022,3/10/2022,Home Improvement,625-650,South,Female,Full-Time,Phone
818073,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Part-Time,Phone
65439,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Full-Time,Online
152664,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Full-Time,Online
139543,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Full-Time,Phone
598247,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Full-Time,Email-Campaign
565224,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Full-Time,Phone
217253,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Part-Time,Email-Campaign
473385,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Self-Employed,Online
940199,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Full-Time,Online
928171,3/7/2022,3/10/2022,Home Improvement,<625,West,Female,Other,Online
320425,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Other,Phone
169594,3/7/2022,3/10/2022,Home Improvement,<625,East,Female,Self-Employed,Email-Campaign
249877,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Self-Employed,Phone
294129,3/7/2022,3/10/2022,Home Improvement,625-650,South,Female,Other,Phone
107583,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Self-Employed,Phone
3794,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Self-Employed,Email-Campaign
667918,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Part-Time,Email-Campaign
701626,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Self-Employed,Phone
395474,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Self-Employed,Email-Campaign
999661,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Full-Time,Phone
882844,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Part-Time,Email-Campaign
410934,3/7/2022,3/10/2022,Home Improvement,625-650,East,Female,Part-Time,Email-Campaign
62128,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Other,Phone
158696,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Self-Employed,Online
580711,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Full-Time,Online
561755,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Part-Time,Email-Campaign
894299,3/7/2022,3/10/2022,Home Improvement,625-650,South,Female,Part-Time,Email-Campaign
172377,3/7/2022,3/10/2022,Home Improvement,700-750,South,Female,Other,Online
955462,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Other,Online
246991,4/21/2022,4/25/2022,Home Improvement,>750,West,Female,Self-Employed,Email-Campaign
826386,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Part-Time,Online
650150,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Other,Email-Campaign
656230,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Part-Time,Phone
127095,3/8/2022,3/11/2022,Home Improvement,700-750,North West,Female,Part-Time,Phone
329930,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Part-Time,Phone
642753,3/7/2022,3/10/2022,Home Improvement,650-700,Mid West,Female,Part-Time,Online
974301,3/10/2022,3/14/2022,Home Improvement,700-750,South,Female,Self-Employed,Online
587972,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Part-Time,Online
682965,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Self-Employed,Online
991830,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Full-Time,Email-Campaign
843991,3/7/2022,3/10/2022,Home Improvement,625-650,East,Female,Part-Time,Email-Campaign
374651,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Other,Email-Campaign
736740,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Other,Email-Campaign
320469,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Other,Phone
231677,3/7/2022,3/10/2022,Home Improvement,700-750,West,Female,Other,Online
798254,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Part-Time,Email-Campaign
569774,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Part-Time,Phone
787112,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Full-Time,Phone
512711,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Full-Time,Online
151123,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Other,Online
589565,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Other,Online
655596,3/7/2022,3/10/2022,Home Improvement,700-750,South,Female,Full-Time,Online
741883,3/7/2022,3/10/2022,Home Improvement,625-650,East,Female,Part-Time,Email-Campaign
209066,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Self-Employed,Email-Campaign
808577,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Other,Online
939670,3/7/2022,3/10/2022,Home Improvement,700-750,South,Female,Self-Employed,Online
702279,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Self-Employed,Online
707547,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Part-Time,Online
858944,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Part-Time,Email-Campaign
892074,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Self-Employed,Online
201083,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Full-Time,Email-Campaign
522359,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Full-Time,Online
107608,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Full-Time,Email-Campaign
642893,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Part-Time,Phone
757704,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Part-Time,Email-Campaign
410007,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Self-Employed,Phone
43989,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Other,Phone
542405,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Other,Phone
900712,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Part-Time,Phone
896899,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Full-Time,Email-Campaign
560737,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Full-Time,Email-Campaign
898083,3/7/2022,3/10/2022,Home Improvement,650-700,South,Female,Other,Online
341448,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Part-Time,Phone
319190,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Part-Time,Phone
944408,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Self-Employed,Email-Campaign
871750,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Self-Employed,Phone
558124,3/7/2022,3/10/2022,Home Improvement,700-750,West,Female,Other,Phone
499028,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Part-Time,Phone
804614,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Other,Online
107870,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Other,Phone
134539,3/7/2022,3/10/2022,Home Improvement,700-750,West,Female,Self-Employed,Phone
310376,3/7/2022,3/10/2022,Home Improvement,700-750,West,Female,Self-Employed,Email-Campaign
822325,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Part-Time,Phone
53950,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Other,Phone
854469,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Full-Time,Phone
890152,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Part-Time,Email-Campaign
925087,3/7/2022,3/10/2022,Home Improvement,650-700,South,Female,Part-Time,Email-Campaign
484542,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Part-Time,Phone
574291,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Self-Employed,Email-Campaign
39785,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Self-Employed,Phone
54402,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Full-Time,Phone
378788,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Part-Time,Email-Campaign
399438,3/7/2022,3/10/2022,Home Improvement,625-650,East,Female,Self-Employed,Email-Campaign
104781,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Other,Email-Campaign
746984,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Full-Time,Email-Campaign
338539,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Part-Time,Phone
715287,3/7/2022,3/10/2022,Home Improvement,650-700,South,Female,Self-Employed,Phone
279059,3/7/2022,3/10/2022,Home Improvement,650-700,South,Female,Full-Time,Online
841492,3/7/2022,3/10/2022,Home Improvement,650-700,Mid West,Female,Part-Time,Phone
783117,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Full-Time,Email-Campaign
660058,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Full-Time,Phone
826705,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Part-Time,Phone
696928,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Self-Employed,Email-Campaign
989941,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Full-Time,Email-Campaign
972228,3/7/2022,3/10/2022,Home Improvement,650-700,South,Female,Part-Time,Email-Campaign
831749,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Other,Online
115737,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Other,Online
429650,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Part-Time,Online
97083,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Self-Employed,Phone
911745,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Other,Email-Campaign
650037,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Other,Online
35675,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Self-Employed,Email-Campaign
735999,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Part-Time,Phone
205715,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Other,Email-Campaign
306676,3/7/2022,3/10/2022,Home Improvement,625-650,South,Female,Part-Time,Online
860728,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Part-Time,Email-Campaign
750047,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Full-Time,Phone
309304,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Full-Time,Phone
819665,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Full-Time,Email-Campaign
224650,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Part-Time,Email-Campaign
441600,3/7/2022,3/10/2022,Home Improvement,625-650,South,Female,Other,Online
292491,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Part-Time,Email-Campaign
397910,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Full-Time,Online
893987,3/7/2022,3/10/2022,Home Improvement,625-650,North West,Female,Full-Time,Email-Campaign
135186,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Full-Time,Online
162386,3/7/2022,3/10/2022,Home Improvement,<625,East,Female,Full-Time,Email-Campaign
514428,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Full-Time,Email-Campaign
683534,3/9/2022,3/14/2022,Home Improvement,650-700,North West,Female,Self-Employed,Email-Campaign
469519,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Self-Employed,Email-Campaign
617421,3/10/2022,3/14/2022,Home Improvement,625-650,East,Female,Part-Time,Email-Campaign
530158,3/7/2022,3/10/2022,Home Improvement,700-750,West,Female,Other,Phone
45228,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Other,Email-Campaign
263513,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Full-Time,Phone
548602,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Other,Phone
213804,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Self-Employed,Email-Campaign
108218,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Self-Employed,Phone
589012,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Full-Time,Online
529865,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Other,Email-Campaign
942657,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Other,Phone
628734,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Self-Employed,Online
182964,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Self-Employed,Online
132846,3/7/2022,3/10/2022,Home Improvement,650-700,Mid West,Female,Part-Time,Email-Campaign
849702,3/7/2022,3/10/2022,Home Improvement,<625,East,Female,Other,Phone
449363,3/7/2022,3/10/2022,Home Improvement,<625,West,Female,Self-Employed,Online
305673,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Part-Time,Online
272904,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Other,Online
782052,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Self-Employed,Phone
648669,3/7/2022,3/10/2022,Home Improvement,<625,West,Female,Full-Time,Phone
710413,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Part-Time,Online
76738,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Other,Phone
587885,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Part-Time,Email-Campaign
151873,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Self-Employed,Online
755489,3/7/2022,3/10/2022,Home Improvement,625-650,East,Female,Other,Online
103407,3/7/2022,3/10/2022,Home Improvement,700-750,West,Female,Part-Time,Online
152419,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Other,Email-Campaign
957699,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Self-Employed,Phone
428940,3/7/2022,3/10/2022,Home Improvement,650-700,West,Female,Other,Phone
919060,3/7/2022,3/10/2022,Home Improvement,<625,West,Female,Other,Email-Campaign
272673,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Other,Online
967344,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Full-Time,Online
620973,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Full-Time,Online
758645,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Full-Time,Email-Campaign
137466,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Part-Time,Email-Campaign
391213,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Part-Time,Online
164422,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Full-Time,Email-Campaign
50013,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Other,Online
525034,3/7/2022,3/10/2022,Home Improvement,700-750,South,Female,Part-Time,Phone
183518,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Full-Time,Phone
688594,3/7/2022,3/10/2022,Home Improvement,700-750,West,Female,Self-Employed,Email-Campaign
747946,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Other,Phone
237079,3/7/2022,3/10/2022,Home Improvement,625-650,East,Female,Part-Time,Email-Campaign
587723,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Other,Online
948956,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Other,Phone
643416,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Other,Phone
996613,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Other,Online
50750,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Self-Employed,Email-Campaign
825358,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Full-Time,Online
31932,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Part-Time,Email-Campaign
599183,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Self-Employed,Online
18230,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Self-Employed,Online
566928,3/7/2022,3/10/2022,Home Improvement,650-700,South,Female,Part-Time,Email-Campaign
374266,3/7/2022,3/10/2022,Home Improvement,700-750,North West,Female,Self-Employed,Phone
186960,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Full-Time,Email-Campaign
889254,3/7/2022,3/10/2022,Home Improvement,650-700,North West,Female,Part-Time,Phone
350972,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Other,Online
650515,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Full-Time,Phone
351782,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Self-Employed,Online
901180,3/7/2022,3/10/2022,Home Improvement,650-700,East,Female,Self-Employed,Email-Campaign
489554,3/7/2022,3/10/2022,Home Improvement,650-700,Mid West,Female,Self-Employed,Email-Campaign
656730,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Full-Time,Phone
760448,3/7/2022,3/10/2022,Home Improvement,700-750,East,Female,Part-Time,Phone
100630,3/7/2022,3/10/2022,Home Improvement,700-750,South,Female,Self-Employed,Phone
777770,3/7/2022,3/10/2022,Home Improvement,>750,North West,Female,Self-Employed,Email-Campaign
200305,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Part-Time,Online
641325,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Full-Time,Email-Campaign
300014,3/7/2022,3/10/2022,Home Improvement,700-750,South,Female,Part-Time,Email-Campaign
842149,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Part-Time,Email-Campaign
486985,3/7/2022,3/10/2022,Home Improvement,625-650,West,Female,Full-Time,Phone
127569,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Self-Employed,Online
456567,3/7/2022,3/10/2022,Home Improvement,<625,North West,Female,Part-Time,Online
405957,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Part-Time,Phone
38141,3/7/2022,3/10/2022,Home Improvement,625-650,Mid West,Female,Other,Online
54467,3/7/2022,3/10/2022,Home Improvement,700-750,Mid West,Female,Part-Time,Online
618232,3/7/2022,3/10/2022,Home Improvement,625-650,South,Female,Full-Time,Phone
522998,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Self-Employed,Online
639145,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Self-Employed,Phone
888895,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Part-Time,Phone
795554,3/11/2022,3/14/2022,Home Improvement,<625,East,Female,Full-Time,Online
102512,3/7/2022,3/10/2022,Home Improvement,>750,East,Female,Self-Employed,Phone
706954,3/7/2022,3/10/2022,Home Improvement,>750,South,Female,Other,Online
398497,3/7/2022,3/10/2022,Home Improvement,650-700,South,Female,Part-Time,Online
208992,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Other,Phone
919356,3/7/2022,3/10/2022,Home Improvement,<625,Mid West,Female,Part-Time,Online
559920,3/7/2022,3/10/2022,Home Improvement,<625,West,Female,Part-Time,Email-Campaign
162135,3/7/2022,3/10/2022,Home Improvement,>750,West,Female,Other,Online
613036,3/7/2022,3/10/2022,Home Improvement,<625,South,Female,Other,Phone
724266,3/8/2022,3/11/2022,Home Improvement,650-700,West,Female,Other,Phone
376014,3/7/2022,3/10/2022,Home Improvement,>750,Mid West,Female,Other,Email-Campaign
272614,3/8/2022,3/11/2022,Home Improvement,625-650,Mid West,Female,Other,Email-Campaign
124411,3/9/2022,3/14/2022,Home Improvement,>750,North West,Female,Full-Time,Online
233529,3/8/2022,3/11/2022,Home Improvement,>750,South,Female,Other,Phone
685384,3/8/2022,3/11/2022,Home Improvement,625-650,East,Female,Other,Phone
606717,3/9/2022,3/14/2022,Home Improvement,<625,Mid West,Female,Part-Time,Online
12040,3/8/2022,3/11/2022,Home Improvement,650-700,East,Female,Part-Time,Phone
821765,3/8/2022,3/11/2022,Home Improvement,>750,Mid West,Female,Other,Email-Campaign
961707,3/8/2022,3/11/2022,Home Improvement,625-650,South,Female,Self-Employed,Online
71206,3/10/2022,3/14/2022,Home Improvement,650-700,Mid West,Female,Full-Time,Online
30176,3/9/2022,3/14/2022,Home Improvement,625-650,South,Female,Other,Online
396333,3/10/2022,3/14/2022,Home Improvement,650-700,Mid West,Female,Other,Phone
406986,3/8/2022,3/11/2022,Home Improvement,625-650,West,Female,Part-Time,Email-Campaign
885044,3/9/2022,3/14/2022,Home Improvement,700-750,Mid West,Female,Self-Employed,Email-Campaign
197831,3/9/2022,3/14/2022,Home Improvement,625-650,South,Female,Part-Time,Email-Campaign
27636,3/10/2022,3/14/2022,Home Improvement,>750,Mid West,Female,Part-Time,Online
475894,3/8/2022,3/11/2022,Home Improvement,650-700,Mid West,Female,Full-Time,Phone
203835,3/8/2022,3/11/2022,Home Improvement,700-750,South,Female,Self-Employed,Online
703429,3/8/2022,3/11/2022,Home Improvement,>750,North West,Female,Other,Online
673037,3/8/2022,3/11/2022,Home Improvement,<625,East,Female,Part-Time,Online
825794,3/8/2022,3/11/2022,Home Improvement,625-650,North West,Female,Self-Employed,Phone
206524,3/8/2022,3/11/2022,Home Improvement,625-650,Mid West,Female,Full-Time,Online
207633,3/10/2022,3/14/2022,Home Improvement,700-750,South,Female,Self-Employed,Email-Campaign
74360,3/9/2022,3/14/2022,Home Improvement,>750,West,Female,Part-Time,Phone
255494,3/10/2022,3/14/2022,Home Improvement,>750,Mid West,Female,Self-Employed,Online
993735,3/10/2022,3/14/2022,Home Improvement,700-750,South,Female,Other,Email-Campaign
351030,3/9/2022,3/14/2022,Home Improvement,650-700,East,Female,Full-Time,Phone
707937,3/9/2022,3/14/2022,Home Improvement,700-750,Mid West,Female,Full-Time,Phone
975248,3/9/2022,3/14/2022,Home Improvement,650-700,East,Female,Full-Time,Phone
995854,3/9/2022,3/14/2022,Home Improvement,650-700,West,Female,Self-Employed,Email-Campaign
112459,3/9/2022,3/14/2022,Home Improvement,<625,South,Female,Part-Time,Email-Campaign
689340,3/10/2022,3/14/2022,Home Improvement,700-750,West,Female,Self-Employed,Online
865442,3/17/2022,3/21/2022,Home Improvement,700-750,West,Female,Self-Employed,Phone
989519,3/10/2022,3/14/2022,Home Improvement,700-750,North West,Female,Full-Time,Email-Campaign
637590,3/9/2022,3/14/2022,Home Improvement,625-650,South,Female,Other,Email-Campaign
413958,3/10/2022,3/14/2022,Home Improvement,>750,West,Female,Other,Phone
371961,3/9/2022,3/14/2022,Home Improvement,700-750,South,Female,Part-Time,Online
522813,3/9/2022,3/14/2022,Home Improvement,<625,West,Female,Part-Time,Email-Campaign
178614,3/9/2022,3/14/2022,Home Improvement,<625,South,Female,Self-Employed,Phone
179852,3/10/2022,3/14/2022,Home Improvement,<625,North West,Female,Part-Time,Email-Campaign
532617,3/10/2022,3/14/2022,Home Improvement,700-750,West,Female,Other,Phone
90241,3/10/2022,3/14/2022,Home Improvement,<625,South,Female,Self-Employed,Online
187518,3/10/2022,3/14/2022,Home Improvement,650-700,South,Female,Full-Time,Email-Campaign
185166,3/10/2022,3/14/2022,Home Improvement,625-650,South,Female,Other,Phone
502323,3/10/2022,3/14/2022,Home Improvement,>750,Mid West,Female,Self-Employed,Email-Campaign
470537,3/11/2022,3/14/2022,Home Improvement,>750,Mid West,Female,Self-Employed,Email-Campaign
983845,3/11/2022,3/14/2022,Home Improvement,700-750,Mid West,Female,Full-Time,Phone
987875,3/10/2022,3/14/2022,Home Improvement,700-750,West,Female,Other,Online
200833,3/10/2022,3/14/2022,Home Improvement,625-650,South,Female,Full-Time,Online
452212,3/10/2022,3/14/2022,Home Improvement,>750,West,Female,Full-Time,Email-Campaign
554825,3/11/2022,3/14/2022,Home Improvement,>750,South,Female,Part-Time,Phone
363061,3/10/2022,3/14/2022,Home Improvement,>750,West,Female,Self-Employed,Phone
825681,3/10/2022,3/14/2022,Home Improvement,650-700,East,Female,Self-Employed,Phone
340596,3/11/2022,3/14/2022,Home Improvement,625-650,West,Female,Other,Phone
715870,3/11/2022,3/14/2022,Home Improvement,625-650,South,Female,Other,Online
628090,3/11/2022,3/14/2022,Home Improvement,700-750,East,Female,Full-Time,Phone
201420,3/11/2022,3/14/2022,Home Improvement,<625,East,Female,Other,Email-Campaign
999793,3/11/2022,3/14/2022,Home Improvement,<625,Mid West,Female,Self-Employed,Email-Campaign
30073,4/6/2022,4/11/2022,Home Improvement,625-650,East,Female,Part-Time,Online
798760,3/14/2022,3/17/2022,Home Improvement,700-750,North West,Female,Full-Time,Email-Campaign
134143,3/15/2022,3/18/2022,Home Improvement,<625,West,Female,Self-Employed,Email-Campaign
363377,3/17/2022,3/21/2022,Home Improvement,625-650,South,Female,Full-Time,Phone
23950,3/15/2022,3/18/2022,Home Improvement,700-750,West,Female,Other,Phone
420744,3/21/2022,3/24/2022,Home Improvement,>750,Mid West,Female,Full-Time,Email-Campaign
154090,3/15/2022,3/18/2022,Home Improvement,625-650,South,Female,Other,Online
869160,3/23/2022,3/28/2022,Home Improvement,<625,East,Female,Part-Time,Phone
754915,3/16/2022,3/21/2022,Home Improvement,650-700,North West,Female,Part-Time,Online
755279,3/16/2022,3/21/2022,Home Improvement,>750,East,Female,Other,Email-Campaign
549401,3/17/2022,3/21/2022,Home Improvement,>750,South,Female,Full-Time,Phone
970237,3/16/2022,3/21/2022,Home Improvement,700-750,West,Female,Full-Time,Online
